receipt_id,date,supplier,invoice_number,amount_aud,tax_aud,category,project,status,file_found,local_file,image
19975668550,2026-03-20,Sophie Deirdre Hickey,000112,4950,0,486 - Sub-contractors,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Sophie Deirdre Hickey - 2026-03-20 - 000112.pdf,https://rbnk.me/i/XULk98DPc34
19975432840,2026-03-19,Defy Manufacturing,INV-1710,199.43,18.13,412 - Consulting & Accounting,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Defy Manufacturing - 2026-03-19 - INV-1710.pdf,https://rbnk.me/i/cFAMGJtvLDo
19975431910,2026-03-20,TJ’s Imaging Centre,217896,931.41,84.67,400 - Advertising & Marketing,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/TJ’s Imaging Centre - 2026-03-20 - 217896.pdf,https://rbnk.me/i/59gmTPj0JHY
19949170020,2026-03-18,MALENY LANDSCAPING SUPPLIES,124041,652.5,59.32,446 - Materials & Supplies,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/MALENY LANDSCAPING SUPPLIES - 2026-03-18 - 124041.pdf,https://rbnk.me/i/aamrIf8XqF4
19938295590,2026-03-17,MALENY LANDSCAPING SUPPLIES,124022,1305,118.64,446 - Materials & Supplies,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/MALENY LANDSCAPING SUPPLIES - 2026-03-17 - 124022.pdf,https://rbnk.me/i/PjbAxAqr5j0
19938294590,2026-03-17,MALENY LANDSCAPING SUPPLIES,124002,1305,118.64,446 - Materials & Supplies,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/MALENY LANDSCAPING SUPPLIES - 2026-03-17 - 124002.pdf,https://rbnk.me/i/Azmax7WPnlM
19918678750,2026-03-16,MALENY LANDSCAPING SUPPLIES,123976,1995,181.36,446 - Materials & Supplies,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/MALENY LANDSCAPING SUPPLIES - 2026-03-16 - 123976.pdf,https://rbnk.me/i/GG94-GPy_dQ
19915507110,2026-03-15,Woolworths,6787,42.5,3.86,493 - Travel - National,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Woolworths - 2026-03-15 - 6787.jpg,https://rbnk.me/i/Alamu2L1bis
19911847130,2026-02-28,Google Australia,5506800184,67.98,6.18,485 - Subscriptions,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Google Australia - 2026-02-28 - 5506800184.pdf,https://rbnk.me/i/JxbW2fRsrAk
19901016230,2026-03-12,Firecrawl,PTJQ79UH-0009,13.32,0,485 - Subscriptions,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Firecrawl - 2026-03-12 - PTJQ79UH-0009 (2).pdf,https://rbnk.me/i/nhrYS5UbBfw
19901016220,2026-03-12,Firecrawl,PTJQ79UH-0009,13.32,0,485 - Subscriptions,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Firecrawl - 2026-03-12 - PTJQ79UH-0009 (2).pdf,https://rbnk.me/i/km6E2Y2u5mc
19888532230,2026-03-12,ePrint,26251,664.5,0,,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/ePrint - 2026-03-12 - 26251.pdf,https://rbnk.me/i/RAjZ6TVCTxA
19887769890,2026-03-11,Joseph Kirmos,INV-005,4500,0,486 - Sub-contractors,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Joseph Kirmos - 2026-03-11 - INV-005.pdf,https://rbnk.me/i/L8S7hj7TZyQ
19887769880,2026-03-11,The Matnic Trust,00036245,591.28,0,446 - Materials & Supplies,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/The Matnic Trust - 2026-03-11 - 00036245.pdf,https://rbnk.me/i/GAPoU4280XY
19887724860,2026-03-12,Orange Sky Australia,WTWDON23742,160,0,417 - Donations (0%),,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Orange Sky Australia - 2026-03-12 - WTWDON23742.pdf,https://rbnk.me/i/Xw0hb9eLX1Y
19887724410,2026-03-12,Heaps Good,D1989,660,60,446 - Materials & Supplies,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Heaps Good - 2026-03-12 - D1989.pdf,https://rbnk.me/i/Kcee2gtTQyA
19879090210,2026-03-11,Dext Software,2168045,28,0,485 - Subscriptions,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Dext Software - 2026-03-11 - 2168045.pdf,https://rbnk.me/i/xK2wG2U4GXc
19875273700,2025-11-23,Qantas,DO9ZFI,73.16,0,493 - Travel - National,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Qantas - 2025-11-23 - DO9ZFI.pdf,https://rbnk.me/i/gWxyoufQUXk
19874962200,2026-03-11,SQUARESPACE,,22,0,485 - Subscriptions,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/SQUARESPACE - 2026-03-11 - 19874960190.pdf,https://rbnk.me/i/HGUK9fUjO-k
19874960190,2026-03-11,SQUARESPACE,,27,0,485 - Subscriptions,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/SQUARESPACE - 2026-03-11 - 19874960190.pdf,https://rbnk.me/i/0Hh-WuA9HQs
19874959790,2026-03-11,Uber,,66.98,6.09,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2026-03-11 - 19874820270.pdf,https://rbnk.me/i/GhxP70AopfE
19874956530,2026-03-11,Uber,,61.86,5.62,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2026-03-11 - 19874820270.pdf,https://rbnk.me/i/kfGEG3j9nBM
19874952350,2025-10-22,Uber,,20.22,1.84,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-10-22 - 19874860490.pdf,https://rbnk.me/i/ferGcO943kA
19874952110,2026-03-11,Uber,,35,3.18,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2026-03-11 - 19874820270.pdf,https://rbnk.me/i/I1RkpDbrX6Q
19874952000,2025-10-23,Uber,,42.55,3.87,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-10-23 - 19874858000.pdf,https://rbnk.me/i/xJEFyjShPeI
19874951910,2025-10-24,Uber,,14.95,1.36,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-10-24 - 19874857840.pdf,https://rbnk.me/i/zNIhXTNfxyw
19874951760,2025-10-24,Uber,,44.08,4.01,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-10-24 - 19874857840.pdf,https://rbnk.me/i/7iJ0zN_sY3g
19874951670,2025-10-23,Uber,,29.05,2.64,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-10-23 - 19874858000.pdf,https://rbnk.me/i/J5giXoAhmQI
19874950410,2025-10-25,Uber,,42.79,3.89,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-10-25 - 19874950410.pdf,https://rbnk.me/i/P71rlQEA4y8
19874950370,2025-10-29,Uber,,23.48,2.13,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-10-29 - 19874857400.pdf,https://rbnk.me/i/8DsE-fTt2mI
19874949860,2025-11-23,Uber,,41.63,3.78,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-11-23 - 19874853950.pdf,https://rbnk.me/i/7HOfHp36swE
19874949430,2025-11-30,Uber,,27.27,2.48,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-11-30 - 19874949400.pdf,https://rbnk.me/i/wrYk99fxrqI
19874949400,2025-11-30,Uber,,24.11,2.19,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-11-30 - 19874949400.pdf,https://rbnk.me/i/NTKaXbXK_JI
19874946020,2026-03-11,–,,601,0,,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/2026-03-11 - 19874826410.pdf,https://rbnk.me/i/ahY2SfongxI
19874941950,2026-03-11,Budget Car and Truck Rental (NT),AU222154650,743.99,0,493 - Travel - National,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Budget Car and Truck Rental (NT) - 2026-03-11 - AU222154650.pdf,https://rbnk.me/i/G9z9xLjo0z8
19874940800,2026-03-11,Avis,107207096,312.11,9.47,"452 - Parking, Tolls & Taxis",A Curious Tractor,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Avis - 2026-03-11 - 107207096.pdf,https://rbnk.me/i/hMYS6hZQAo8
19874940730,2026-03-11,Avis,108520860,672.08,20.42,"452 - Parking, Tolls & Taxis",A Curious Tractor,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Avis - 2026-03-11 - 108520860.pdf,https://rbnk.me/i/TbZHwpKT0hU
19874935350,2026-03-11,Uber,,40.38,3.67,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2026-03-11 - 19874820270.pdf,https://rbnk.me/i/euGeetlWEx4
19874927520,2026-03-11,Apple Pty Ltd,,59.99,5.45,485 - Subscriptions,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Apple Pty Ltd - 2026-03-11 - 19874927520.pdf,https://rbnk.me/i/c5ZfEbaY0Bw
19874927400,2025-10-09,Oonchiumpa Consultancy and Services,INV-0023,19305,1755,486 - Sub-contractors,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Oonchiumpa Consultancy and Services - 2025-10-09 - INV-0023.pdf,https://rbnk.me/i/mT_Ge9CGGjk
19874924240,2026-03-11,Greyhound Australia,E8PPRJ,131,11.9,493 - Travel - National,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Greyhound Australia - 2026-03-11 - E8PPRJ.pdf,https://rbnk.me/i/EFh85RgbwjI
19874923930,2026-03-11,Avis,107805106,1247.62,37.91,"452 - Parking, Tolls & Taxis",A Curious Tractor,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Avis - 2026-03-11 - 107805106.pdf,https://rbnk.me/i/hT8GKz1qdgo
19874923720,2025-11-02,Greyhound Australia,E8PPRJ,325,29.55,493 - Travel - National,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Greyhound Australia - 2025-11-02 - E8PPRJ.pdf,https://rbnk.me/i/Giwk9Q9zRKU
19874923040,2025-11-10,Manbarra Operations,INV-0014,6226,566,598 - Rental - Sundry Rental (0%),,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Manbarra Operations - 2025-11-10 - INV-0014.pdf,https://rbnk.me/i/s3c7jNB8bjU
19874922780,2026-03-11,Qantas,9942345034,1070.14,0,493 - Travel - National,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Qantas - 2026-03-11 - 9942345034.pdf,https://rbnk.me/i/NI_uC6wLoFY
19874922700,2025-11-11,RNM CARPENTRY,INV-0146,26845.65,2176.77,486 - Sub-contractors,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/RNM CARPENTRY - 2025-11-11 - INV-0146.pdf,https://rbnk.me/i/I3KmGSk35NI
19874920520,2025-11-21,Qantas,F738A8,218.67,0,493 - Travel - National,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Qantas - 2025-11-21 - F738A8.pdf,https://rbnk.me/i/KoQJpi6Ky2w
19874917170,2026-03-04,AGL,,362.83,0,"445 - Light, Power, Heating",Rental - 601 Maleny-Kenilworth Rd,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/AGL - 2026-03-04 - 19874917170.pdf,https://rbnk.me/i/jdVTjidYLNE
19874889210,2025-12-09,Qantas,E8U7E8,238.45,0,493 - Travel - National,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Qantas - 2025-12-09 - E8U7E8.pdf,https://rbnk.me/i/ot3fr0WvV0M
19874886340,2025-12-05,Container Options,,101.55,0,750 - Plant & Equipment,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Container Options - 2025-12-05 - 00066927.pdf,https://rbnk.me/i/Ng19gFryVhY
19874886270,2025-12-05,Container Options,,101.55,0,750 - Plant & Equipment,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Container Options - 2025-12-05 - 00066927.pdf,https://rbnk.me/i/M94r6E_37OM
19874881960,2026-03-11,Virgin Australia,18067925,411,0,493 - Travel - National,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Virgin Australia - 2026-03-11 - 18067925.pdf,https://rbnk.me/i/S9IRPXKpQos
19874881490,2026-03-11,Salin Appliance Spares,N55048,228.9,20.81,446 - Materials & Supplies,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Salin Appliance Spares - 2026-03-11 - N55048.pdf,https://rbnk.me/i/p7LIETS2wqg
19874871990,2026-03-11,OpenAI,856F4306-0002,2.47,0,485 - Subscriptions,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/OpenAI - 2026-03-11 - 856F4306-0002.pdf,https://rbnk.me/i/BYXnHC_Udoo
19874870600,2026-03-11,Google,,418.09,0,485 - Subscriptions,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Google - 2026-03-11 - 19874870600.pdf,https://rbnk.me/i/tUHWaf5I_pU
19874870480,2026-03-11,OpenAI,,20,0,485 - Subscriptions,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/OpenAI - 2026-03-11 - 19874870480.pdf,https://rbnk.me/i/RLUN4REeWhY
19874864490,2025-10-01,Greyhound Australia,DRTLFP,74,3.36,493 - Travel - National,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Greyhound Australia - 2025-10-01 - DRTLFP.pdf,https://rbnk.me/i/SJ6d5qn2314
19874863780,2025-10-01,Uber,,16.81,1.53,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-10-01 - 19874863770.pdf,https://rbnk.me/i/Fo6l6QODWhI
19874863770,2025-10-01,Uber,,36.28,3.3,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-10-01 - 19874863770.pdf,https://rbnk.me/i/JBYvxdFfrlI
19874863510,2025-10-01,Qantas,,688.2,62.56,493 - Travel - National,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Qantas - 2025-10-01 - 19874863510.pdf,https://rbnk.me/i/mUneBvhjBvU
19874863410,2025-10-02,Uber,,48.2,4.38,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-10-02 - 19874863410.pdf,https://rbnk.me/i/NZGEbGI7kbs
19874863300,2026-03-11,Qantas,E8HV4V,605.85,0,493 - Travel - National,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Qantas - 2026-03-11 - E8HV4V.pdf,https://rbnk.me/i/fwzzTxt_Pu0
19874863290,2026-03-11,Qantas,E8FPHR,1055.72,0,493 - Travel - National,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Qantas - 2026-03-11 - E8FPHR.pdf,https://rbnk.me/i/pT6v_3aKEuo
19874862380,2025-10-12,Qantas,081-2377464425,412,37.45,493 - Travel - National,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Qantas - 2025-10-12 - 081-2377464425.pdf,https://rbnk.me/i/7umE4uubTRA
19874862260,2025-10-12,Qantas,081-2377464438,356.77,32.43,493 - Travel - National,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Qantas - 2025-10-12 - 081-2377464438.pdf,https://rbnk.me/i/B2G20FKmnX4
19874862140,2025-10-12,Webflow,in_0SGRgNo2ZNzxqgUA4ScKoPd3,44.44,0,485 - Subscriptions,A Curious Tractor,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Webflow - 2025-10-12 - in_0SGRgNo2ZNzxqgUA4ScKoPd3.pdf,https://rbnk.me/i/sJ4ooSoZECs
19874862090,2025-10-13,Uber,,30.97,2.82,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-10-13 - 19874861740.pdf,https://rbnk.me/i/9dp0LJOUeRE
19874862030,2026-01-06,Greyhound Australia,4414778553,29,2.64,493 - Travel - National,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Greyhound Australia - 2026-01-06 - 4414778553.pdf,https://rbnk.me/i/F21RmlHxfJg
19874861900,2025-10-13,Uber,,69.33,6.3,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-10-13 - 19874861740.pdf,https://rbnk.me/i/0E1aO41_C_Y
19874861890,2025-10-14,Uber,,37.92,3.45,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-10-14 - 19874861890.pdf,https://rbnk.me/i/atBr-iT6g6w
19874861780,2025-10-15,Uber,,18.47,1.68,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-10-15 - 19874861780.pdf,https://rbnk.me/i/z1_j3noZLyw
19874861740,2025-10-13,Uber,,37.43,3.4,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-10-13 - 19874861740.pdf,https://rbnk.me/i/IruFtgjSX5I
19874861350,2025-10-14,Telstra,J25150979556903,80,0,489 - Telephone & Internet,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Telstra - 2025-10-14 - J25150979556903.pdf,https://rbnk.me/i/QSvJe2QX0Oo
19874861300,2025-10-19,Qantas,081-2377789889,355.2,32.29,493 - Travel - National,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Qantas - 2025-10-19 - 081-2377789889.pdf,https://rbnk.me/i/eM3Y42Y7LD0
19874861210,2025-10-19,Uber,,64.37,5.85,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-10-19 - 19874861210.pdf,https://rbnk.me/i/2ZAIOkL5T2U
19874861150,2025-10-20,Uber,,78.48,7.13,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-10-20 - 19874860670.pdf,https://rbnk.me/i/pKmyl1ChUOc
19874860960,2025-10-20,Uber,,24,2.18,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-10-20 - 19874860670.pdf,https://rbnk.me/i/k2o4VNmDk_8
19874860790,2025-10-20,Uber,,26.17,2.38,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-10-20 - 19874860670.pdf,https://rbnk.me/i/mVNYalg1F_w
19874860720,2025-10-20,Uber,,26.59,2.42,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-10-20 - 19874860670.pdf,https://rbnk.me/i/tXpDyVVnfvk
19874860670,2025-10-20,Uber,,20.35,1.85,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-10-20 - 19874860670.pdf,https://rbnk.me/i/2hVGYFzza2o
19874860490,2025-10-22,Uber,,17.83,1.62,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-10-22 - 19874860490.pdf,https://rbnk.me/i/LS5zSSrR4ao
19874860390,2025-10-23,Uber,,21.9,1.99,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-10-23 - 19874858000.pdf,https://rbnk.me/i/LYpZ3OtnXYQ
19874858220,2025-10-24,Webflow,in_0SLZpzo2ZNzxqgUA2D1rGZpG,44.61,0,485 - Subscriptions,A Curious Tractor,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Webflow - 2025-10-24 - in_0SLZpzo2ZNzxqgUA2D1rGZpG.pdf,https://rbnk.me/i/Q1nlB9qWWRk
19874858050,2025-10-24,Uber,,31.87,2.9,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-10-24 - 19874857840.pdf,https://rbnk.me/i/jUO1UyXsBvc
19874858000,2025-10-23,Uber,,22.5,2.05,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-10-23 - 19874858000.pdf,https://rbnk.me/i/_GmBJACRpjA
19874857840,2025-10-24,Uber,,64.72,5.88,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-10-24 - 19874857840.pdf,https://rbnk.me/i/nRFDV3ZczsM
19874857400,2025-10-29,Uber,,102.54,9.32,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-10-29 - 19874857400.pdf,https://rbnk.me/i/UjW2BnGvFbo
19874857360,2025-10-27,Qantas,081-2378185212,283.29,25.75,493 - Travel - National,,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Qantas - 2025-10-27 - 081-2378185212.pdf,https://rbnk.me/i/oUD2Ti4chTs
19874857290,2025-10-28,Uber,,46,4.18,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-10-28 - 19874857290.pdf,https://rbnk.me/i/z0JUVqqIFGA
19874857070,2025-11-03,Uber,,60.43,5.49,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-11-03 - 19874857070.pdf,https://rbnk.me/i/axBhkWP7ARU
19874857030,2025-10-30,Uber,,29.38,2.67,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-10-30 - 19874857030.pdf,https://rbnk.me/i/R4VGri2WmVE
19874856810,2026-03-11,Uber,,9.99,0.91,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2026-03-11 - 19874820270.pdf,https://rbnk.me/i/E_dbYl_JZag
19874856210,2025-11-09,Uber,,65.52,5.96,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-11-09 - 19874856210.pdf,https://rbnk.me/i/bCcRV55Jwf0
19874854990,2025-11-09,Webflow,in_0SRgSYo2ZNzxqgUA6fzw4lfK,44.68,0,485 - Subscriptions,A Curious Tractor,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Webflow - 2025-11-09 - in_0SRgSYo2ZNzxqgUA6fzw4lfK.pdf,https://rbnk.me/i/wtiKwELgEbI
19874854950,2025-11-11,Uber,,90.45,8.22,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-11-11 - 19874854950.pdf,https://rbnk.me/i/Y8TcazJfTCw
19874854820,2025-11-13,Uber,,65.17,5.92,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-11-13 - 19874854820.pdf,https://rbnk.me/i/Elr625AkBO0
19874853950,2025-11-23,Uber,,63.05,5.73,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-11-23 - 19874853950.pdf,https://rbnk.me/i/tDlUJ-otruU
19874853900,2025-11-24,Uber,,19.33,1.76,"452 - Parking, Tolls & Taxis",,processed,yes,/Users/benknight/Code/act-global-infrastructure/Dext/nicholas-marchesi-2026-05-15/Uber - 2025-11-24 - 18837952890.pdf,https://rbnk.me/i/rcoWMzfIS38
